Name,Label,Test
cifar10_98.jpeg,[4],False
cifar10_99.jpeg,[1],False
cifar10_100.jpeg,[8],False
cifar10_101.jpeg,[3],False
cifar10_102.jpeg,[9],False
cifar10_103.jpeg,[6],False
cifar10_104.jpeg,[6],False
cifar10_105.jpeg,[1],False
cifar10_106.jpeg,[8],False
cifar10_107.jpeg,[5],False
cifar10_108.jpeg,[2],False
cifar10_109.jpeg,[9],False
cifar10_110.jpeg,[9],False
cifar10_111.jpeg,[8],False
cifar10_112.jpeg,[1],False
cifar10_113.jpeg,[7],False
cifar10_114.jpeg,[7],False
cifar10_115.jpeg,[0],False
cifar10_116.jpeg,[0],False
cifar10_117.jpeg,[6],False
cifar10_118.jpeg,[9],False
cifar10_119.jpeg,[1],False
cifar10_120.jpeg,[2],False
cifar10_121.jpeg,[2],False
cifar10_122.jpeg,[9],False
cifar10_123.jpeg,[2],False
cifar10_124.jpeg,[6],False
cifar10_125.jpeg,[6],False
cifar10_126.jpeg,[1],False
cifar10_127.jpeg,[9],False
cifar10_128.jpeg,[5],False
cifar10_129.jpeg,[0],False
cifar10_130.jpeg,[4],False
cifar10_131.jpeg,[7],False
cifar10_132.jpeg,[6],False
cifar10_133.jpeg,[7],False
cifar10_134.jpeg,[1],False
cifar10_135.jpeg,[8],False
cifar10_136.jpeg,[1],False
cifar10_137.jpeg,[1],False
cifar10_138.jpeg,[2],False
cifar10_139.jpeg,[8],False
cifar10_140.jpeg,[1],False
cifar10_141.jpeg,[3],False
cifar10_142.jpeg,[3],False
cifar10_143.jpeg,[6],False
cifar10_144.jpeg,[2],False
cifar10_145.jpeg,[4],False
cifar10_146.jpeg,[9],False
cifar10_147.jpeg,[9],False
cifar10_148.jpeg,[5],False
cifar10_149.jpeg,[4],False
cifar10_150.jpeg,[3],False
cifar10_151.jpeg,[6],False
cifar10_152.jpeg,[7],False
cifar10_153.jpeg,[4],False
cifar10_154.jpeg,[6],False
cifar10_155.jpeg,[8],False
cifar10_156.jpeg,[5],False
cifar10_157.jpeg,[5],False
cifar10_158.jpeg,[4],False
cifar10_159.jpeg,[3],False
cifar10_160.jpeg,[1],False
cifar10_161.jpeg,[8],False
cifar10_162.jpeg,[4],False
cifar10_163.jpeg,[7],False
cifar10_164.jpeg,[6],False
cifar10_165.jpeg,[0],False
cifar10_166.jpeg,[9],False
cifar10_167.jpeg,[5],False
cifar10_168.jpeg,[1],False
cifar10_169.jpeg,[3],False
cifar10_170.jpeg,[8],False
cifar10_171.jpeg,[2],False
cifar10_172.jpeg,[7],False
cifar10_173.jpeg,[5],False
cifar10_174.jpeg,[3],False
cifar10_175.jpeg,[4],False
cifar10_176.jpeg,[1],False
cifar10_177.jpeg,[5],False
cifar10_178.jpeg,[7],False
cifar10_179.jpeg,[0],False
cifar10_180.jpeg,[4],False
cifar10_181.jpeg,[7],False
cifar10_182.jpeg,[5],False
cifar10_183.jpeg,[5],False
cifar10_184.jpeg,[1],False
cifar10_185.jpeg,[0],False
cifar10_186.jpeg,[9],False
cifar10_187.jpeg,[6],False
cifar10_188.jpeg,[9],False
cifar10_189.jpeg,[0],False
cifar10_190.jpeg,[8],False
cifar10_191.jpeg,[7],False
cifar10_192.jpeg,[8],False
cifar10_193.jpeg,[8],False
cifar10_194.jpeg,[2],False
cifar10_195.jpeg,[5],False
cifar10_196.jpeg,[2],False
cifar10_197.jpeg,[3],False
cifar10_198.jpeg,[5],False
cifar10_199.jpeg,[0],False
cifar10_200.jpeg,[6],False
cifar10_201.jpeg,[1],False
cifar10_202.jpeg,[9],False
cifar10_203.jpeg,[3],False
cifar10_204.jpeg,[6],False
cifar10_205.jpeg,[9],False
cifar10_206.jpeg,[1],False
cifar10_207.jpeg,[3],False
cifar10_208.jpeg,[9],False
cifar10_209.jpeg,[6],False
cifar10_210.jpeg,[6],False
cifar10_211.jpeg,[7],False
cifar10_212.jpeg,[1],False
cifar10_213.jpeg,[0],False
cifar10_214.jpeg,[9],False
cifar10_215.jpeg,[5],False
cifar10_216.jpeg,[8],False
cifar10_217.jpeg,[5],False
cifar10_218.jpeg,[2],False
cifar10_219.jpeg,[9],False
cifar10_220.jpeg,[0],False
cifar10_221.jpeg,[8],False
cifar10_222.jpeg,[8],False
cifar10_223.jpeg,[0],False
cifar10_224.jpeg,[6],False
cifar10_225.jpeg,[9],False
cifar10_226.jpeg,[1],False
cifar10_227.jpeg,[1],False
cifar10_228.jpeg,[6],False
cifar10_229.jpeg,[3],False
cifar10_230.jpeg,[7],False
cifar10_231.jpeg,[6],False
cifar10_232.jpeg,[6],False
cifar10_233.jpeg,[0],False
cifar10_234.jpeg,[6],False
cifar10_235.jpeg,[6],False
cifar10_236.jpeg,[1],False
cifar10_237.jpeg,[7],False
cifar10_238.jpeg,[1],False
cifar10_239.jpeg,[5],False
cifar10_240.jpeg,[8],False
cifar10_241.jpeg,[3],False
cifar10_242.jpeg,[6],False
cifar10_243.jpeg,[6],False
cifar10_244.jpeg,[8],False
cifar10_245.jpeg,[6],False
cifar10_246.jpeg,[8],False
cifar10_247.jpeg,[4],False
cifar10_248.jpeg,[6],False
cifar10_249.jpeg,[6],False
cifar10_250.jpeg,[1],False
cifar10_251.jpeg,[3],False
cifar10_252.jpeg,[8],False
cifar10_253.jpeg,[3],False
cifar10_254.jpeg,[4],False
cifar10_255.jpeg,[1],False
cifar10_256.jpeg,[7],False
cifar10_257.jpeg,[1],False
cifar10_258.jpeg,[3],False
cifar10_259.jpeg,[8],False
cifar10_260.jpeg,[5],False
cifar10_261.jpeg,[1],False
cifar10_262.jpeg,[1],False
cifar10_263.jpeg,[4],False
cifar10_264.jpeg,[0],False
cifar10_265.jpeg,[9],False
cifar10_266.jpeg,[3],False
cifar10_267.jpeg,[7],False
cifar10_268.jpeg,[4],False
cifar10_269.jpeg,[9],False
cifar10_270.jpeg,[9],False
cifar10_271.jpeg,[2],False
cifar10_272.jpeg,[4],False
cifar10_273.jpeg,[9],False
cifar10_274.jpeg,[9],False
cifar10_275.jpeg,[1],False
cifar10_276.jpeg,[0],False
cifar10_277.jpeg,[5],False
cifar10_278.jpeg,[9],False
cifar10_279.jpeg,[0],False
cifar10_280.jpeg,[8],False
cifar10_281.jpeg,[2],False
cifar10_282.jpeg,[1],False
cifar10_283.jpeg,[2],False
cifar10_284.jpeg,[0],False
cifar10_285.jpeg,[5],False
cifar10_286.jpeg,[6],False
cifar10_287.jpeg,[3],False
cifar10_288.jpeg,[2],False
cifar10_289.jpeg,[7],False
cifar10_290.jpeg,[8],False
cifar10_291.jpeg,[8],False
cifar10_292.jpeg,[6],False
cifar10_293.jpeg,[0],False
cifar10_294.jpeg,[7],False
cifar10_295.jpeg,[9],False
cifar10_296.jpeg,[4],False
cifar10_297.jpeg,[5],False
cifar10_298.jpeg,[6],False
cifar10_299.jpeg,[4],False
cifar10_300.jpeg,[2],False
cifar10_301.jpeg,[1],False
cifar10_302.jpeg,[1],False
cifar10_303.jpeg,[2],False
cifar10_304.jpeg,[1],False
cifar10_305.jpeg,[5],False
cifar10_306.jpeg,[9],False
cifar10_307.jpeg,[9],False
cifar10_308.jpeg,[0],False
cifar10_309.jpeg,[8],False
cifar10_310.jpeg,[4],False
cifar10_311.jpeg,[1],False
cifar10_312.jpeg,[1],False
cifar10_313.jpeg,[6],False
cifar10_314.jpeg,[3],False
cifar10_315.jpeg,[3],False
cifar10_316.jpeg,[9],False
cifar10_317.jpeg,[0],False
cifar10_318.jpeg,[7],False
cifar10_319.jpeg,[9],False
cifar10_320.jpeg,[7],False
cifar10_321.jpeg,[7],False
cifar10_322.jpeg,[9],False
cifar10_323.jpeg,[1],False
cifar10_324.jpeg,[5],False
cifar10_325.jpeg,[1],False
cifar10_326.jpeg,[6],False
cifar10_327.jpeg,[6],False
cifar10_328.jpeg,[8],False
cifar10_329.jpeg,[7],False
cifar10_330.jpeg,[1],False
cifar10_331.jpeg,[3],False
cifar10_332.jpeg,[0],False
cifar10_333.jpeg,[3],False
cifar10_334.jpeg,[3],False
cifar10_335.jpeg,[2],False
cifar10_336.jpeg,[4],False
cifar10_337.jpeg,[5],False
cifar10_338.jpeg,[7],False
cifar10_339.jpeg,[5],False
cifar10_340.jpeg,[9],False
cifar10_341.jpeg,[0],False
cifar10_342.jpeg,[3],False
cifar10_343.jpeg,[4],False
cifar10_344.jpeg,[0],False
cifar10_345.jpeg,[4],False
cifar10_346.jpeg,[4],False
cifar10_347.jpeg,[6],False
cifar10_348.jpeg,[0],False
cifar10_349.jpeg,[0],False
cifar10_350.jpeg,[6],False
cifar10_351.jpeg,[6],False
cifar10_352.jpeg,[0],False
cifar10_353.jpeg,[8],False
cifar10_354.jpeg,[1],False
cifar10_355.jpeg,[6],False
cifar10_356.jpeg,[2],False
cifar10_357.jpeg,[9],False
cifar10_358.jpeg,[2],False
cifar10_359.jpeg,[5],False
cifar10_360.jpeg,[9],False
cifar10_361.jpeg,[6],False
cifar10_362.jpeg,[7],False
cifar10_363.jpeg,[4],False
cifar10_364.jpeg,[1],False
cifar10_365.jpeg,[8],False
cifar10_366.jpeg,[7],False
cifar10_367.jpeg,[3],False
cifar10_368.jpeg,[6],False
cifar10_369.jpeg,[9],False
cifar10_370.jpeg,[3],False
cifar10_371.jpeg,[0],False
cifar10_372.jpeg,[4],False
cifar10_373.jpeg,[0],False
cifar10_374.jpeg,[5],False
cifar10_375.jpeg,[1],False
cifar10_376.jpeg,[0],False
cifar10_377.jpeg,[3],False
cifar10_378.jpeg,[4],False
cifar10_379.jpeg,[8],False
cifar10_380.jpeg,[5],False
cifar10_381.jpeg,[4],False
cifar10_382.jpeg,[7],False
cifar10_383.jpeg,[2],False
cifar10_384.jpeg,[3],False
cifar10_385.jpeg,[9],False
cifar10_386.jpeg,[7],False
cifar10_387.jpeg,[6],False
cifar10_388.jpeg,[7],False
cifar10_389.jpeg,[1],False
cifar10_390.jpeg,[4],False
cifar10_391.jpeg,[7],False
cifar10_392.jpeg,[0],False
cifar10_393.jpeg,[1],False
cifar10_394.jpeg,[7],False
cifar10_395.jpeg,[3],False
cifar10_396.jpeg,[1],False
cifar10_397.jpeg,[8],False
cifar10_398.jpeg,[4],False
cifar10_399.jpeg,[4],False
cifar10_400.jpeg,[2],False
cifar10_401.jpeg,[0],False
cifar10_402.jpeg,[2],False
cifar10_403.jpeg,[2],False
cifar10_404.jpeg,[0],False
cifar10_405.jpeg,[0],False
cifar10_406.jpeg,[9],False
cifar10_407.jpeg,[0],False
cifar10_408.jpeg,[9],False
cifar10_409.jpeg,[6],False
cifar10_410.jpeg,[8],False
cifar10_411.jpeg,[2],False
cifar10_412.jpeg,[7],False
cifar10_413.jpeg,[7],False
cifar10_414.jpeg,[4],False
cifar10_415.jpeg,[0],False
cifar10_416.jpeg,[3],False
cifar10_417.jpeg,[0],False
cifar10_418.jpeg,[8],False
cifar10_419.jpeg,[9],False
cifar10_420.jpeg,[4],False
cifar10_421.jpeg,[2],False
cifar10_422.jpeg,[7],False
cifar10_423.jpeg,[2],False
cifar10_424.jpeg,[5],False
cifar10_425.jpeg,[2],False
cifar10_426.jpeg,[5],False
cifar10_427.jpeg,[1],False
cifar10_428.jpeg,[9],False
cifar10_429.jpeg,[4],False
cifar10_430.jpeg,[8],False
cifar10_431.jpeg,[5],False
cifar10_432.jpeg,[1],False
cifar10_433.jpeg,[7],False
cifar10_434.jpeg,[4],False
cifar10_435.jpeg,[4],False
cifar10_436.jpeg,[0],False
cifar10_437.jpeg,[6],False
cifar10_438.jpeg,[9],False
cifar10_439.jpeg,[0],False
cifar10_440.jpeg,[7],False
cifar10_441.jpeg,[8],False
cifar10_442.jpeg,[8],False
cifar10_443.jpeg,[9],False
cifar10_444.jpeg,[9],False
cifar10_445.jpeg,[3],False
cifar10_446.jpeg,[3],False
cifar10_447.jpeg,[4],False
cifar10_448.jpeg,[0],False
cifar10_449.jpeg,[4],False
cifar10_450.jpeg,[5],False
cifar10_451.jpeg,[6],False
cifar10_452.jpeg,[6],False
cifar10_453.jpeg,[0],False
cifar10_454.jpeg,[1],False
cifar10_455.jpeg,[0],False
cifar10_456.jpeg,[8],False
cifar10_457.jpeg,[0],False
cifar10_458.jpeg,[4],False
cifar10_459.jpeg,[8],False
cifar10_460.jpeg,[8],False
cifar10_461.jpeg,[1],False
cifar10_462.jpeg,[5],False
cifar10_463.jpeg,[2],False
cifar10_464.jpeg,[6],False
cifar10_465.jpeg,[8],False
cifar10_466.jpeg,[1],False
cifar10_467.jpeg,[0],False
cifar10_468.jpeg,[0],False
cifar10_469.jpeg,[7],False
cifar10_470.jpeg,[7],False
cifar10_471.jpeg,[5],False
cifar10_472.jpeg,[9],False
cifar10_473.jpeg,[6],False
cifar10_474.jpeg,[2],False
cifar10_475.jpeg,[8],False
cifar10_476.jpeg,[3],False
cifar10_477.jpeg,[4],False
cifar10_478.jpeg,[7],False
cifar10_479.jpeg,[3],False
cifar10_480.jpeg,[9],False
cifar10_481.jpeg,[0],False
cifar10_482.jpeg,[1],False
cifar10_483.jpeg,[2],False
cifar10_484.jpeg,[4],False
cifar10_485.jpeg,[8],False
cifar10_486.jpeg,[1],False
cifar10_487.jpeg,[8],False
cifar10_488.jpeg,[6],False
cifar10_489.jpeg,[4],False
cifar10_490.jpeg,[4],False
cifar10_491.jpeg,[5],False
cifar10_492.jpeg,[7],False
cifar10_493.jpeg,[1],False
cifar10_494.jpeg,[3],False
cifar10_495.jpeg,[9],False
cifar10_496.jpeg,[8],False
cifar10_497.jpeg,[0],False
cifar10_498.jpeg,[1],False
cifar10_499.jpeg,[7],False
cifar10_500.jpeg,[5],False
cifar10_501.jpeg,[8],False
cifar10_502.jpeg,[2],False
cifar10_503.jpeg,[8],False
cifar10_504.jpeg,[0],False
cifar10_505.jpeg,[4],False
cifar10_506.jpeg,[1],False
cifar10_507.jpeg,[8],False
cifar10_508.jpeg,[9],False
cifar10_509.jpeg,[8],False
cifar10_510.jpeg,[2],False
cifar10_511.jpeg,[9],False
cifar10_512.jpeg,[9],False
cifar10_513.jpeg,[2],False
cifar10_514.jpeg,[7],False
cifar10_515.jpeg,[5],False
cifar10_516.jpeg,[7],False
cifar10_517.jpeg,[3],False
cifar10_518.jpeg,[8],False
cifar10_519.jpeg,[8],False
cifar10_520.jpeg,[4],False
cifar10_521.jpeg,[4],False
cifar10_522.jpeg,[2],False
cifar10_523.jpeg,[7],False
cifar10_524.jpeg,[1],False
cifar10_525.jpeg,[6],False
cifar10_526.jpeg,[4],False
cifar10_527.jpeg,[0],False
cifar10_528.jpeg,[4],False
cifar10_529.jpeg,[6],False
cifar10_530.jpeg,[9],False
cifar10_531.jpeg,[7],False
cifar10_532.jpeg,[6],False
cifar10_533.jpeg,[2],False
cifar10_534.jpeg,[5],False
cifar10_535.jpeg,[5],False
cifar10_536.jpeg,[1],False
cifar10_537.jpeg,[7],False
cifar10_538.jpeg,[2],False
cifar10_539.jpeg,[2],False
cifar10_540.jpeg,[2],False
cifar10_541.jpeg,[9],False
cifar10_542.jpeg,[5],False
cifar10_543.jpeg,[4],False
cifar10_544.jpeg,[2],False
cifar10_545.jpeg,[7],False
cifar10_546.jpeg,[8],False
cifar10_547.jpeg,[1],False
cifar10_548.jpeg,[3],False
cifar10_549.jpeg,[4],False
cifar10_550.jpeg,[3],False
cifar10_551.jpeg,[7],False
cifar10_552.jpeg,[6],False
cifar10_553.jpeg,[9],False
cifar10_554.jpeg,[8],False
cifar10_555.jpeg,[0],False
cifar10_556.jpeg,[6],False
cifar10_557.jpeg,[0],False
cifar10_558.jpeg,[2],False
cifar10_559.jpeg,[2],False
cifar10_560.jpeg,[2],False
cifar10_561.jpeg,[1],False
cifar10_562.jpeg,[8],False
cifar10_563.jpeg,[4],False
cifar10_564.jpeg,[0],False
cifar10_565.jpeg,[1],False
cifar10_566.jpeg,[8],False
cifar10_567.jpeg,[8],False
cifar10_568.jpeg,[1],False
cifar10_569.jpeg,[5],False
cifar10_570.jpeg,[7],False
cifar10_571.jpeg,[6],False
cifar10_572.jpeg,[4],False
cifar10_573.jpeg,[5],False
cifar10_574.jpeg,[8],False
cifar10_575.jpeg,[7],False
cifar10_576.jpeg,[1],False
cifar10_577.jpeg,[9],False
cifar10_578.jpeg,[1],False
cifar10_579.jpeg,[9],False
cifar10_580.jpeg,[8],False
cifar10_581.jpeg,[4],False
cifar10_582.jpeg,[7],False
cifar10_583.jpeg,[3],False
cifar10_584.jpeg,[8],False
cifar10_585.jpeg,[8],False
cifar10_586.jpeg,[2],False
cifar10_587.jpeg,[6],False
cifar10_588.jpeg,[6],False
cifar10_589.jpeg,[7],False
cifar10_590.jpeg,[1],False
cifar10_591.jpeg,[6],False
cifar10_592.jpeg,[8],False
cifar10_593.jpeg,[1],False
cifar10_594.jpeg,[9],False
cifar10_595.jpeg,[7],False
cifar10_596.jpeg,[8],False
cifar10_597.jpeg,[3],False
cifar10_598.jpeg,[0],False
cifar10_599.jpeg,[1],False
cifar10_600.jpeg,[0],False
cifar10_601.jpeg,[8],False
cifar10_602.jpeg,[8],False
cifar10_603.jpeg,[3],False
cifar10_604.jpeg,[0],False
cifar10_605.jpeg,[0],False
cifar10_606.jpeg,[1],False
cifar10_607.jpeg,[5],False
cifar10_608.jpeg,[0],False
cifar10_609.jpeg,[8],False
cifar10_610.jpeg,[8],False
cifar10_611.jpeg,[7],False
cifar10_612.jpeg,[9],False
cifar10_613.jpeg,[9],False
cifar10_614.jpeg,[0],False
cifar10_615.jpeg,[9],False
cifar10_616.jpeg,[4],False
cifar10_617.jpeg,[1],False
cifar10_618.jpeg,[3],False
cifar10_619.jpeg,[6],False
cifar10_620.jpeg,[6],False
cifar10_621.jpeg,[4],False
cifar10_622.jpeg,[4],False
cifar10_623.jpeg,[7],False
cifar10_624.jpeg,[5],False
cifar10_625.jpeg,[6],False
cifar10_626.jpeg,[0],False
cifar10_627.jpeg,[8],False
cifar10_628.jpeg,[0],False
cifar10_629.jpeg,[3],False
cifar10_630.jpeg,[2],False
cifar10_631.jpeg,[8],False
cifar10_632.jpeg,[4],False
cifar10_633.jpeg,[6],False
cifar10_634.jpeg,[9],False
cifar10_635.jpeg,[9],False
cifar10_636.jpeg,[7],False
cifar10_637.jpeg,[0],False
cifar10_638.jpeg,[3],False
cifar10_639.jpeg,[3],False
cifar10_640.jpeg,[6],False
cifar10_641.jpeg,[7],False
cifar10_642.jpeg,[4],False
cifar10_643.jpeg,[9],False
cifar10_644.jpeg,[1],False
cifar10_645.jpeg,[6],False
cifar10_646.jpeg,[2],False
cifar10_647.jpeg,[7],False
cifar10_648.jpeg,[2],False
cifar10_649.jpeg,[2],False
cifar10_650.jpeg,[0],False
cifar10_651.jpeg,[6],False
cifar10_652.jpeg,[7],False
cifar10_653.jpeg,[5],False
cifar10_654.jpeg,[7],False
cifar10_655.jpeg,[6],False
cifar10_656.jpeg,[8],False
cifar10_657.jpeg,[9],False
cifar10_658.jpeg,[0],False
cifar10_659.jpeg,[9],False
cifar10_660.jpeg,[4],False
cifar10_661.jpeg,[4],False
cifar10_662.jpeg,[7],False
cifar10_663.jpeg,[0],False
cifar10_664.jpeg,[9],False
cifar10_665.jpeg,[4],False
cifar10_666.jpeg,[9],False
cifar10_667.jpeg,[6],False
cifar10_668.jpeg,[9],False
cifar10_669.jpeg,[4],False
cifar10_670.jpeg,[5],False
cifar10_671.jpeg,[7],False
cifar10_672.jpeg,[9],False
cifar10_673.jpeg,[2],False
cifar10_674.jpeg,[4],False
cifar10_675.jpeg,[5],False
cifar10_676.jpeg,[1],False
cifar10_677.jpeg,[4],False
cifar10_678.jpeg,[3],False
cifar10_679.jpeg,[9],False
cifar10_680.jpeg,[6],False
cifar10_681.jpeg,[5],False
cifar10_682.jpeg,[6],False
cifar10_683.jpeg,[9],False
cifar10_684.jpeg,[3],False
cifar10_685.jpeg,[3],False
cifar10_686.jpeg,[5],False
cifar10_687.jpeg,[0],False
cifar10_688.jpeg,[7],False
cifar10_689.jpeg,[2],False
cifar10_690.jpeg,[1],False
cifar10_691.jpeg,[3],False
cifar10_692.jpeg,[6],False
cifar10_693.jpeg,[4],False
cifar10_694.jpeg,[0],False
cifar10_695.jpeg,[0],False
cifar10_696.jpeg,[2],False
cifar10_697.jpeg,[5],False
cifar10_698.jpeg,[0],False
cifar10_699.jpeg,[1],False
cifar10_700.jpeg,[0],False
cifar10_701.jpeg,[2],False
cifar10_702.jpeg,[3],False
cifar10_703.jpeg,[9],False
cifar10_704.jpeg,[8],False
cifar10_705.jpeg,[4],False
cifar10_706.jpeg,[9],False
cifar10_707.jpeg,[8],False
cifar10_708.jpeg,[0],False
cifar10_709.jpeg,[2],False
cifar10_710.jpeg,[6],False
cifar10_711.jpeg,[4],False
cifar10_712.jpeg,[4],False
cifar10_713.jpeg,[0],False
cifar10_714.jpeg,[1],False
cifar10_715.jpeg,[8],False
cifar10_716.jpeg,[8],False
cifar10_717.jpeg,[3],False
cifar10_718.jpeg,[6],False
cifar10_719.jpeg,[9],False
cifar10_720.jpeg,[6],False
cifar10_721.jpeg,[6],False
cifar10_722.jpeg,[7],False
cifar10_723.jpeg,[8],False
cifar10_724.jpeg,[2],False
cifar10_725.jpeg,[4],False
cifar10_726.jpeg,[5],False
cifar10_727.jpeg,[7],False
cifar10_728.jpeg,[6],False
cifar10_729.jpeg,[5],False
cifar10_730.jpeg,[3],False
cifar10_731.jpeg,[0],False
cifar10_732.jpeg,[5],False
cifar10_733.jpeg,[0],False
cifar10_734.jpeg,[5],False
cifar10_735.jpeg,[0],False
cifar10_736.jpeg,[8],False
cifar10_737.jpeg,[2],False
cifar10_738.jpeg,[6],False
cifar10_739.jpeg,[7],False
cifar10_740.jpeg,[3],False
cifar10_741.jpeg,[8],False
cifar10_742.jpeg,[2],False
cifar10_743.jpeg,[1],False
cifar10_744.jpeg,[7],False
cifar10_745.jpeg,[6],False
cifar10_746.jpeg,[7],False
cifar10_747.jpeg,[1],False
cifar10_748.jpeg,[0],False
cifar10_749.jpeg,[9],False
cifar10_750.jpeg,[5],False
cifar10_751.jpeg,[5],False
cifar10_752.jpeg,[0],False
cifar10_753.jpeg,[1],False
cifar10_754.jpeg,[7],False
cifar10_755.jpeg,[6],False
cifar10_756.jpeg,[9],False
cifar10_757.jpeg,[0],False
cifar10_758.jpeg,[4],False
cifar10_759.jpeg,[7],False
cifar10_760.jpeg,[7],False
cifar10_761.jpeg,[1],False
cifar10_762.jpeg,[5],False
cifar10_763.jpeg,[9],False
cifar10_764.jpeg,[4],False
cifar10_765.jpeg,[0],False
cifar10_766.jpeg,[8],False
cifar10_767.jpeg,[5],False
cifar10_768.jpeg,[9],False
cifar10_769.jpeg,[9],False
cifar10_770.jpeg,[6],False
cifar10_771.jpeg,[7],False
cifar10_772.jpeg,[1],False
cifar10_773.jpeg,[8],False
cifar10_774.jpeg,[3],False
cifar10_775.jpeg,[2],False
cifar10_776.jpeg,[3],False
cifar10_777.jpeg,[8],False
cifar10_778.jpeg,[2],False
cifar10_779.jpeg,[2],False
cifar10_780.jpeg,[4],False
cifar10_781.jpeg,[6],False
cifar10_782.jpeg,[0],False
cifar10_783.jpeg,[0],False
cifar10_784.jpeg,[5],False
cifar10_785.jpeg,[3],False
cifar10_786.jpeg,[8],False
cifar10_787.jpeg,[2],False
cifar10_788.jpeg,[3],False
cifar10_789.jpeg,[7],False
cifar10_790.jpeg,[2],False
cifar10_791.jpeg,[9],False
cifar10_792.jpeg,[3],False
cifar10_793.jpeg,[8],False
cifar10_794.jpeg,[7],False
cifar10_795.jpeg,[8],False
cifar10_796.jpeg,[2],False
cifar10_797.jpeg,[7],False
cifar10_798.jpeg,[9],False
cifar10_799.jpeg,[0],False
cifar10_800.jpeg,[2],False
cifar10_801.jpeg,[3],False
cifar10_802.jpeg,[2],False
cifar10_803.jpeg,[2],False
cifar10_804.jpeg,[2],False
cifar10_805.jpeg,[3],False
cifar10_806.jpeg,[3],False
cifar10_807.jpeg,[6],False
cifar10_808.jpeg,[2],False
cifar10_809.jpeg,[3],False
cifar10_810.jpeg,[2],False
cifar10_811.jpeg,[8],False
cifar10_812.jpeg,[0],False
cifar10_813.jpeg,[5],False
cifar10_814.jpeg,[5],False
cifar10_815.jpeg,[1],False
cifar10_816.jpeg,[4],False
cifar10_817.jpeg,[5],False
cifar10_818.jpeg,[6],False
cifar10_819.jpeg,[6],False
cifar10_820.jpeg,[2],False
cifar10_821.jpeg,[7],False
