Name,Real label,Train label,Test
94,mnist_784_14484.jpeg,2,-1,False
95,mnist_784_15145.jpeg,6,-1,False
96,mnist_784_36130.jpeg,3,-1,False
97,mnist_784_42923.jpeg,8,-1,False
98,mnist_784_25278.jpeg,0,0,False
99,mnist_784_60897.jpeg,5,-1,False
100,mnist_784_57036.jpeg,6,-1,False
101,mnist_784_56689.jpeg,1,1,False
102,mnist_784_54810.jpeg,0,-1,False
103,mnist_784_16353.jpeg,5,-1,False
104,mnist_784_1387.jpeg,0,-1,False
105,mnist_784_41607.jpeg,1,-1,False
106,mnist_784_29774.jpeg,6,-1,False
107,mnist_784_62754.jpeg,6,-1,False
108,mnist_784_23927.jpeg,5,-1,False
109,mnist_784_984.jpeg,0,-1,False
110,mnist_784_69346.jpeg,2,-1,False
111,mnist_784_61424.jpeg,1,-1,False
112,mnist_784_43243.jpeg,0,-1,False
113,mnist_784_29023.jpeg,3,-1,False
114,mnist_784_65234.jpeg,7,-1,False
115,mnist_784_13320.jpeg,8,-1,False
116,mnist_784_49438.jpeg,8,-1,False
117,mnist_784_3152.jpeg,8,-1,False
118,mnist_784_62989.jpeg,3,-1,False
119,mnist_784_63170.jpeg,0,-1,False
120,mnist_784_15995.jpeg,6,-1,False
121,mnist_784_67350.jpeg,3,-1,False
122,mnist_784_43374.jpeg,7,-1,False
123,mnist_784_6817.jpeg,4,-1,False
124,mnist_784_22273.jpeg,4,-1,False
125,mnist_784_62862.jpeg,8,-1,False
126,mnist_784_30287.jpeg,4,-1,False
127,mnist_784_27375.jpeg,5,-1,False
128,mnist_784_32305.jpeg,6,-1,False
129,mnist_784_34076.jpeg,3,-1,False
130,mnist_784_68306.jpeg,1,-1,False
131,mnist_784_30777.jpeg,8,-1,False
132,mnist_784_30346.jpeg,2,-1,False
133,mnist_784_31157.jpeg,3,-1,False
134,mnist_784_7090.jpeg,4,-1,False
135,mnist_784_37227.jpeg,4,-1,False
136,mnist_784_62557.jpeg,0,-1,False
137,mnist_784_56133.jpeg,9,-1,False
138,mnist_784_6989.jpeg,1,-1,False
139,mnist_784_22603.jpeg,0,-1,False
140,mnist_784_12054.jpeg,8,-1,False
141,mnist_784_62899.jpeg,0,-1,False
142,mnist_784_16039.jpeg,9,-1,False
143,mnist_784_61805.jpeg,7,-1,False
144,mnist_784_37525.jpeg,7,-1,False
145,mnist_784_3176.jpeg,2,-1,False
146,mnist_784_5152.jpeg,3,-1,False
147,mnist_784_29958.jpeg,3,-1,False
148,mnist_784_25908.jpeg,6,-1,False
149,mnist_784_20923.jpeg,8,-1,False
150,mnist_784_53006.jpeg,8,-1,False
151,mnist_784_5370.jpeg,3,-1,False
152,mnist_784_31495.jpeg,5,-1,False
153,mnist_784_28738.jpeg,1,-1,False
154,mnist_784_18767.jpeg,4,-1,False
155,mnist_784_48538.jpeg,6,-1,False
156,mnist_784_19844.jpeg,7,-1,False
157,mnist_784_63845.jpeg,8,-1,False
158,mnist_784_66379.jpeg,3,-1,False
159,mnist_784_56071.jpeg,1,-1,False
160,mnist_784_6189.jpeg,4,-1,False
161,mnist_784_20019.jpeg,7,-1,False
162,mnist_784_58906.jpeg,4,-1,False
163,mnist_784_52119.jpeg,1,-1,False
164,mnist_784_26618.jpeg,4,-1,False
165,mnist_784_30704.jpeg,9,-1,False
166,mnist_784_63797.jpeg,5,-1,False
167,mnist_784_33492.jpeg,0,0,False
168,mnist_784_49597.jpeg,6,-1,False
169,mnist_784_64235.jpeg,9,-1,False
170,mnist_784_42059.jpeg,9,-1,False
171,mnist_784_52231.jpeg,5,-1,False
172,mnist_784_38169.jpeg,4,-1,False
173,mnist_784_2991.jpeg,8,-1,False
174,mnist_784_56135.jpeg,9,-1,False
175,mnist_784_12086.jpeg,3,-1,False
176,mnist_784_42975.jpeg,6,-1,False
177,mnist_784_61060.jpeg,4,-1,False
178,mnist_784_294.jpeg,4,-1,False
179,mnist_784_19437.jpeg,9,-1,False
180,mnist_784_23065.jpeg,5,-1,False
181,mnist_784_23646.jpeg,6,-1,False
182,mnist_784_63199.jpeg,5,-1,False
183,mnist_784_21287.jpeg,4,-1,False
184,mnist_784_62910.jpeg,2,-1,False
185,mnist_784_10818.jpeg,8,-1,False
186,mnist_784_10627.jpeg,1,-1,False
187,mnist_784_57418.jpeg,1,-1,False
188,mnist_784_55170.jpeg,2,-1,False
189,mnist_784_60009.jpeg,9,-1,False
190,mnist_784_60182.jpeg,5,-1,False
191,mnist_784_19288.jpeg,5,-1,False
192,mnist_784_19742.jpeg,1,-1,False
193,mnist_784_37453.jpeg,5,-1,False
194,mnist_784_56361.jpeg,2,-1,False
195,mnist_784_45819.jpeg,2,-1,False
196,mnist_784_12819.jpeg,7,-1,False
197,mnist_784_5907.jpeg,2,2,False
198,mnist_784_20093.jpeg,5,-1,False
199,mnist_784_18664.jpeg,1,-1,False
200,mnist_784_40134.jpeg,8,-1,False
201,mnist_784_47932.jpeg,6,-1,False
202,mnist_784_37535.jpeg,6,-1,False
203,mnist_784_34178.jpeg,7,-1,False
204,mnist_784_45193.jpeg,0,-1,False
205,mnist_784_11879.jpeg,4,-1,False
206,mnist_784_45291.jpeg,6,-1,False
207,mnist_784_43884.jpeg,0,-1,False
208,mnist_784_12458.jpeg,4,-1,False
209,mnist_784_66551.jpeg,3,-1,False
210,mnist_784_27330.jpeg,1,-1,False
211,mnist_784_33677.jpeg,0,-1,False
212,mnist_784_47578.jpeg,2,-1,False
213,mnist_784_18782.jpeg,5,-1,False
214,mnist_784_47547.jpeg,9,-1,False
215,mnist_784_65449.jpeg,2,-1,False
216,mnist_784_53450.jpeg,4,-1,False
217,mnist_784_37270.jpeg,5,-1,False
218,mnist_784_60072.jpeg,2,-1,False
219,mnist_784_60632.jpeg,2,-1,False
220,mnist_784_67807.jpeg,9,-1,False
221,mnist_784_4037.jpeg,5,-1,False
222,mnist_784_66133.jpeg,0,-1,False
223,mnist_784_50251.jpeg,2,-1,False
224,mnist_784_55554.jpeg,5,-1,False
225,mnist_784_34081.jpeg,7,-1,False
226,mnist_784_64215.jpeg,7,-1,False
227,mnist_784_39609.jpeg,8,-1,False
228,mnist_784_11130.jpeg,7,-1,False
229,mnist_784_65818.jpeg,0,-1,False
230,mnist_784_16578.jpeg,4,-1,False
231,mnist_784_12037.jpeg,8,-1,False
232,mnist_784_45950.jpeg,4,-1,False
233,mnist_784_34741.jpeg,6,-1,False
234,mnist_784_39507.jpeg,2,-1,False
235,mnist_784_2485.jpeg,4,-1,False
236,mnist_784_51851.jpeg,3,-1,False
237,mnist_784_12276.jpeg,0,-1,False
238,mnist_784_67815.jpeg,2,-1,False
239,mnist_784_46669.jpeg,6,-1,False
240,mnist_784_21596.jpeg,3,-1,False
241,mnist_784_2640.jpeg,9,-1,False
242,mnist_784_2143.jpeg,5,-1,False
243,mnist_784_21042.jpeg,2,-1,False
244,mnist_784_44876.jpeg,1,-1,False
245,mnist_784_22521.jpeg,9,-1,False
246,mnist_784_27539.jpeg,5,-1,False
247,mnist_784_15429.jpeg,4,-1,False
248,mnist_784_48530.jpeg,9,-1,False
249,mnist_784_21496.jpeg,3,-1,False
250,mnist_784_51931.jpeg,2,-1,False
251,mnist_784_22187.jpeg,2,-1,False
252,mnist_784_57802.jpeg,6,-1,False
253,mnist_784_40604.jpeg,1,-1,False
254,mnist_784_23377.jpeg,5,-1,False
255,mnist_784_54680.jpeg,2,-1,False
256,mnist_784_1501.jpeg,0,-1,False
257,mnist_784_10067.jpeg,1,-1,False
258,mnist_784_29679.jpeg,1,-1,False
259,mnist_784_32988.jpeg,7,-1,False
260,mnist_784_35100.jpeg,5,-1,False
261,mnist_784_44325.jpeg,0,-1,False
262,mnist_784_65055.jpeg,4,-1,False
263,mnist_784_51553.jpeg,5,-1,False
264,mnist_784_59910.jpeg,9,-1,False
265,mnist_784_53642.jpeg,5,-1,False
266,mnist_784_9530.jpeg,0,-1,False
267,mnist_784_26100.jpeg,8,-1,False
268,mnist_784_15518.jpeg,7,-1,False
269,mnist_784_36976.jpeg,4,-1,False
270,mnist_784_43124.jpeg,2,-1,False
271,mnist_784_5910.jpeg,6,-1,False
272,mnist_784_46743.jpeg,3,-1,False
273,mnist_784_49389.jpeg,0,-1,False
274,mnist_784_18687.jpeg,3,-1,False
275,mnist_784_54771.jpeg,6,-1,False
276,mnist_784_64093.jpeg,9,-1,False
277,mnist_784_19133.jpeg,0,-1,False
278,mnist_784_12688.jpeg,5,-1,False
279,mnist_784_21396.jpeg,7,-1,False
280,mnist_784_19693.jpeg,2,-1,False
281,mnist_784_28238.jpeg,1,-1,False
282,mnist_784_9647.jpeg,5,-1,False
283,mnist_784_57838.jpeg,2,-1,False
284,mnist_784_25810.jpeg,9,-1,False
285,mnist_784_45976.jpeg,8,-1,False
286,mnist_784_39131.jpeg,8,-1,False
287,mnist_784_33739.jpeg,0,-1,False
288,mnist_784_30916.jpeg,6,-1,False
289,mnist_784_66388.jpeg,6,-1,False
290,mnist_784_7025.jpeg,0,-1,False
291,mnist_784_61109.jpeg,3,-1,False
292,mnist_784_67382.jpeg,9,-1,False
293,mnist_784_6361.jpeg,7,-1,False
294,mnist_784_55771.jpeg,3,-1,False
295,mnist_784_46778.jpeg,9,-1,False
296,mnist_784_44113.jpeg,1,-1,False
297,mnist_784_29359.jpeg,5,-1,False
298,mnist_784_37990.jpeg,6,-1,False
299,mnist_784_25369.jpeg,2,-1,False
300,mnist_784_7717.jpeg,6,-1,False
301,mnist_784_28426.jpeg,4,-1,False
302,mnist_784_45774.jpeg,3,-1,False
303,mnist_784_61753.jpeg,1,-1,False
304,mnist_784_24844.jpeg,2,-1,False
305,mnist_784_19283.jpeg,7,-1,False
306,mnist_784_38647.jpeg,9,-1,False
307,mnist_784_6039.jpeg,2,-1,False
308,mnist_784_37399.jpeg,7,-1,False
309,mnist_784_60763.jpeg,0,-1,False
310,mnist_784_33983.jpeg,0,-1,False
311,mnist_784_61693.jpeg,5,-1,False
312,mnist_784_64916.jpeg,4,-1,False
313,mnist_784_56122.jpeg,4,-1,False
314,mnist_784_62800.jpeg,8,-1,False
315,mnist_784_15760.jpeg,3,-1,False
316,mnist_784_20582.jpeg,7,-1,False
317,mnist_784_38548.jpeg,6,-1,False
318,mnist_784_54779.jpeg,5,-1,False
319,mnist_784_22544.jpeg,4,-1,False
320,mnist_784_34198.jpeg,6,-1,False
321,mnist_784_23207.jpeg,7,-1,False
322,mnist_784_20594.jpeg,9,-1,False
323,mnist_784_15418.jpeg,2,-1,False
324,mnist_784_16392.jpeg,1,-1,False
325,mnist_784_19196.jpeg,6,-1,False
326,mnist_784_66667.jpeg,6,-1,False
327,mnist_784_48469.jpeg,5,-1,False
328,mnist_784_32455.jpeg,6,-1,False
329,mnist_784_6018.jpeg,5,-1,False
330,mnist_784_13633.jpeg,5,-1,False
331,mnist_784_34409.jpeg,4,-1,False
332,mnist_784_27302.jpeg,7,-1,False
333,mnist_784_14675.jpeg,0,-1,False
334,mnist_784_35077.jpeg,5,-1,False
335,mnist_784_36301.jpeg,3,-1,False
336,mnist_784_69860.jpeg,3,-1,False
337,mnist_784_11704.jpeg,8,-1,False
338,mnist_784_66016.jpeg,0,-1,False
339,mnist_784_16108.jpeg,2,-1,False
340,mnist_784_24667.jpeg,3,-1,False
341,mnist_784_32886.jpeg,1,-1,False
342,mnist_784_29726.jpeg,2,-1,False
343,mnist_784_23827.jpeg,5,-1,False
344,mnist_784_15722.jpeg,1,-1,False
345,mnist_784_28523.jpeg,9,-1,False
346,mnist_784_434.jpeg,9,-1,False
347,mnist_784_24547.jpeg,4,-1,False
348,mnist_784_58822.jpeg,3,-1,False
349,mnist_784_25731.jpeg,8,-1,False
350,mnist_784_40041.jpeg,5,-1,False
351,mnist_784_47948.jpeg,8,-1,False
352,mnist_784_55893.jpeg,3,-1,False
353,mnist_784_2020.jpeg,6,-1,False
354,mnist_784_35492.jpeg,2,-1,False
355,mnist_784_37526.jpeg,2,-1,False
356,mnist_784_49087.jpeg,1,-1,False
357,mnist_784_25080.jpeg,5,-1,False
358,mnist_784_4645.jpeg,5,-1,False
359,mnist_784_2948.jpeg,5,-1,False
360,mnist_784_23390.jpeg,1,1,False
361,mnist_784_59125.jpeg,6,6,False
362,mnist_784_14361.jpeg,3,-1,False
363,mnist_784_36217.jpeg,5,-1,False
364,mnist_784_8320.jpeg,5,-1,False
365,mnist_784_15888.jpeg,1,-1,False
366,mnist_784_22739.jpeg,7,-1,False
367,mnist_784_38747.jpeg,9,-1,False
368,mnist_784_54250.jpeg,3,-1,False
369,mnist_784_42293.jpeg,9,-1,False
370,mnist_784_21162.jpeg,9,-1,False
371,mnist_784_23215.jpeg,8,-1,False
372,mnist_784_15479.jpeg,4,-1,False
373,mnist_784_1438.jpeg,2,-1,False
374,mnist_784_36644.jpeg,3,-1,False
375,mnist_784_41729.jpeg,0,-1,False
376,mnist_784_11161.jpeg,8,-1,False
377,mnist_784_8771.jpeg,3,-1,False
378,mnist_784_17510.jpeg,6,-1,False
379,mnist_784_17641.jpeg,8,-1,False
380,mnist_784_36944.jpeg,8,-1,False
381,mnist_784_45813.jpeg,8,-1,False
382,mnist_784_69833.jpeg,6,-1,False
383,mnist_784_50232.jpeg,1,-1,False
384,mnist_784_21599.jpeg,6,-1,False
385,mnist_784_30547.jpeg,0,-1,False
386,mnist_784_57793.jpeg,5,-1,False
387,mnist_784_51912.jpeg,6,-1,False
388,mnist_784_11331.jpeg,8,-1,False
389,mnist_784_64273.jpeg,1,-1,False
390,mnist_784_65658.jpeg,5,-1,False
391,mnist_784_4395.jpeg,7,-1,False
392,mnist_784_43742.jpeg,6,-1,False
393,mnist_784_58936.jpeg,2,-1,False
394,mnist_784_12808.jpeg,2,-1,False
395,mnist_784_31288.jpeg,0,-1,False
396,mnist_784_17606.jpeg,0,-1,False
397,mnist_784_11335.jpeg,0,-1,False
398,mnist_784_6082.jpeg,1,-1,False
399,mnist_784_60569.jpeg,3,-1,False
400,mnist_784_65473.jpeg,5,-1,False
401,mnist_784_13085.jpeg,6,-1,False
402,mnist_784_17538.jpeg,1,-1,False
403,mnist_784_68389.jpeg,0,-1,False
404,mnist_784_69917.jpeg,8,-1,False
405,mnist_784_15036.jpeg,6,-1,False
406,mnist_784_56350.jpeg,4,-1,False
407,mnist_784_35549.jpeg,7,-1,False
408,mnist_784_68291.jpeg,6,-1,False
409,mnist_784_63005.jpeg,9,-1,False
410,mnist_784_65216.jpeg,2,-1,False
411,mnist_784_26366.jpeg,0,-1,False
412,mnist_784_59109.jpeg,9,-1,False
413,mnist_784_66323.jpeg,4,-1,False
414,mnist_784_3584.jpeg,8,-1,False
415,mnist_784_13489.jpeg,8,-1,False
416,mnist_784_1694.jpeg,6,-1,False
417,mnist_784_5180.jpeg,4,-1,False
418,mnist_784_14534.jpeg,5,-1,False
419,mnist_784_10632.jpeg,8,-1,False
420,mnist_784_65328.jpeg,3,-1,False
421,mnist_784_34442.jpeg,2,-1,False
422,mnist_784_3094.jpeg,8,-1,False
423,mnist_784_56279.jpeg,9,-1,False
424,mnist_784_61166.jpeg,3,-1,False
425,mnist_784_11254.jpeg,7,-1,False
426,mnist_784_32206.jpeg,8,-1,False
427,mnist_784_23380.jpeg,0,-1,False
428,mnist_784_14499.jpeg,8,-1,False
429,mnist_784_35671.jpeg,0,-1,False
430,mnist_784_39954.jpeg,4,-1,False
431,mnist_784_18757.jpeg,7,-1,False
432,mnist_784_34527.jpeg,5,-1,False
433,mnist_784_16660.jpeg,1,-1,False
434,mnist_784_14402.jpeg,0,-1,False
435,mnist_784_131.jpeg,4,-1,False
436,mnist_784_13596.jpeg,9,-1,False
437,mnist_784_38175.jpeg,4,-1,False
438,mnist_784_24100.jpeg,5,-1,False
439,mnist_784_28408.jpeg,0,-1,False
440,mnist_784_824.jpeg,7,-1,False
441,mnist_784_12898.jpeg,5,-1,False
442,mnist_784_63523.jpeg,4,-1,False
443,mnist_784_24323.jpeg,5,-1,False
444,mnist_784_54747.jpeg,8,-1,False
445,mnist_784_599.jpeg,7,-1,False
446,mnist_784_67107.jpeg,9,-1,False
447,mnist_784_22711.jpeg,7,-1,False
448,mnist_784_40687.jpeg,8,-1,False
449,mnist_784_19351.jpeg,8,-1,False
450,mnist_784_56766.jpeg,0,-1,False
451,mnist_784_4733.jpeg,2,-1,False
452,mnist_784_36894.jpeg,0,-1,False
453,mnist_784_8974.jpeg,6,-1,False
454,mnist_784_50821.jpeg,8,-1,False
455,mnist_784_43658.jpeg,3,-1,False
456,mnist_784_53887.jpeg,1,-1,False
457,mnist_784_41767.jpeg,3,-1,False
458,mnist_784_6953.jpeg,7,-1,False
459,mnist_784_27273.jpeg,9,-1,False
460,mnist_784_51400.jpeg,6,-1,False
461,mnist_784_60840.jpeg,1,-1,False
462,mnist_784_48000.jpeg,4,-1,False
463,mnist_784_48115.jpeg,8,-1,False
464,mnist_784_20302.jpeg,1,-1,False
465,mnist_784_6367.jpeg,0,-1,False
466,mnist_784_44319.jpeg,6,-1,False
467,mnist_784_17799.jpeg,9,-1,False
468,mnist_784_11731.jpeg,6,-1,False
469,mnist_784_42387.jpeg,5,-1,False
470,mnist_784_55681.jpeg,0,-1,False
471,mnist_784_46449.jpeg,3,-1,False
472,mnist_784_3667.jpeg,0,-1,False
473,mnist_784_49061.jpeg,5,-1,False
474,mnist_784_39815.jpeg,6,-1,False
475,mnist_784_38045.jpeg,6,-1,False
476,mnist_784_21060.jpeg,1,-1,False
477,mnist_784_15065.jpeg,0,-1,False
478,mnist_784_25216.jpeg,9,-1,False
479,mnist_784_53902.jpeg,4,-1,False
480,mnist_784_4949.jpeg,9,-1,False
481,mnist_784_22965.jpeg,8,-1,False
482,mnist_784_8270.jpeg,4,-1,False
483,mnist_784_68263.jpeg,3,-1,False
484,mnist_784_29317.jpeg,6,-1,False
485,mnist_784_68166.jpeg,1,-1,False
486,mnist_784_23220.jpeg,7,-1,False
487,mnist_784_38821.jpeg,4,-1,False
488,mnist_784_68982.jpeg,5,-1,False
489,mnist_784_11377.jpeg,3,-1,False
490,mnist_784_963.jpeg,8,-1,False
491,mnist_784_11672.jpeg,8,-1,False
492,mnist_784_67280.jpeg,1,-1,False
493,mnist_784_29722.jpeg,8,-1,False
494,mnist_784_56510.jpeg,7,-1,False
495,mnist_784_59267.jpeg,0,-1,False
496,mnist_784_69456.jpeg,2,-1,False
497,mnist_784_19500.jpeg,3,-1,False
498,mnist_784_19332.jpeg,6,-1,False
499,mnist_784_58506.jpeg,6,-1,False
500,mnist_784_46084.jpeg,7,-1,False
501,mnist_784_59364.jpeg,1,-1,False
502,mnist_784_21397.jpeg,5,-1,False
503,mnist_784_61082.jpeg,5,-1,False
504,mnist_784_32117.jpeg,7,-1,False
505,mnist_784_55802.jpeg,7,-1,False
506,mnist_784_19795.jpeg,4,-1,False
507,mnist_784_54134.jpeg,2,-1,False
508,mnist_784_37538.jpeg,9,-1,False
509,mnist_784_51421.jpeg,3,-1,False
510,mnist_784_45861.jpeg,1,-1,False
511,mnist_784_67738.jpeg,1,-1,False
512,mnist_784_62081.jpeg,0,-1,False
513,mnist_784_8585.jpeg,9,-1,False
514,mnist_784_65368.jpeg,0,-1,False
515,mnist_784_44826.jpeg,0,-1,False
516,mnist_784_3795.jpeg,7,-1,False
517,mnist_784_22619.jpeg,3,-1,False
518,mnist_784_26576.jpeg,6,-1,False
519,mnist_784_7496.jpeg,1,-1,False
520,mnist_784_64470.jpeg,0,-1,False
521,mnist_784_49916.jpeg,2,-1,False
522,mnist_784_6098.jpeg,3,-1,False
523,mnist_784_18765.jpeg,3,-1,False
524,mnist_784_37427.jpeg,2,-1,False
525,mnist_784_56525.jpeg,8,-1,False
526,mnist_784_61470.jpeg,8,-1,False
527,mnist_784_17178.jpeg,8,-1,False
528,mnist_784_65135.jpeg,9,-1,False
529,mnist_784_21840.jpeg,9,-1,False
530,mnist_784_32659.jpeg,5,-1,False
531,mnist_784_62875.jpeg,9,-1,False
532,mnist_784_1724.jpeg,2,-1,False
533,mnist_784_34500.jpeg,8,-1,False
534,mnist_784_16186.jpeg,7,-1,False
535,mnist_784_47075.jpeg,1,-1,False
536,mnist_784_44536.jpeg,7,-1,False
537,mnist_784_58603.jpeg,4,-1,False
538,mnist_784_35888.jpeg,6,-1,False
539,mnist_784_3213.jpeg,0,-1,False
540,mnist_784_23806.jpeg,5,-1,False
541,mnist_784_34469.jpeg,8,-1,False
542,mnist_784_13855.jpeg,1,-1,False
543,mnist_784_56577.jpeg,9,-1,False
544,mnist_784_8790.jpeg,3,-1,False
545,mnist_784_20741.jpeg,4,-1,False
546,mnist_784_21282.jpeg,8,-1,False
547,mnist_784_51352.jpeg,0,-1,False
548,mnist_784_18115.jpeg,1,-1,False
549,mnist_784_52004.jpeg,6,-1,False
550,mnist_784_46601.jpeg,1,-1,False
551,mnist_784_59635.jpeg,5,-1,False
552,mnist_784_58273.jpeg,8,-1,False
553,mnist_784_60349.jpeg,3,-1,False
554,mnist_784_49428.jpeg,5,-1,False
555,mnist_784_9315.jpeg,1,-1,False
556,mnist_784_15035.jpeg,4,-1,False
557,mnist_784_53091.jpeg,3,-1,False
558,mnist_784_52394.jpeg,3,-1,False
559,mnist_784_23703.jpeg,1,-1,False
560,mnist_784_9614.jpeg,9,-1,False
561,mnist_784_1351.jpeg,3,-1,False
562,mnist_784_11549.jpeg,5,-1,False
563,mnist_784_613.jpeg,3,-1,False
564,mnist_784_49316.jpeg,5,-1,False
565,mnist_784_30063.jpeg,6,-1,False
566,mnist_784_19253.jpeg,8,-1,False
567,mnist_784_33903.jpeg,5,-1,False
568,mnist_784_58861.jpeg,0,-1,False
569,mnist_784_28640.jpeg,2,-1,False
570,mnist_784_31575.jpeg,0,-1,False
571,mnist_784_57279.jpeg,4,-1,False
572,mnist_784_58672.jpeg,1,-1,False
573,mnist_784_27160.jpeg,3,-1,False
574,mnist_784_48267.jpeg,0,-1,False
575,mnist_784_18362.jpeg,4,-1,False
576,mnist_784_37255.jpeg,8,-1,False
577,mnist_784_41030.jpeg,0,-1,False
578,mnist_784_63281.jpeg,1,-1,False
579,mnist_784_34160.jpeg,7,-1,False
580,mnist_784_47723.jpeg,8,-1,False
581,mnist_784_9384.jpeg,5,-1,False
582,mnist_784_33008.jpeg,2,-1,False
583,mnist_784_29093.jpeg,9,-1,False
584,mnist_784_2362.jpeg,1,-1,False
585,mnist_784_51203.jpeg,7,-1,False
586,mnist_784_9246.jpeg,2,-1,False
587,mnist_784_60294.jpeg,0,-1,False
588,mnist_784_14178.jpeg,6,-1,False
589,mnist_784_69731.jpeg,7,-1,False
590,mnist_784_20840.jpeg,0,-1,False
591,mnist_784_61411.jpeg,0,-1,False
592,mnist_784_35288.jpeg,2,-1,False
593,mnist_784_26546.jpeg,4,-1,False
594,mnist_784_56491.jpeg,1,-1,False
595,mnist_784_14209.jpeg,8,-1,False
596,mnist_784_19136.jpeg,1,-1,False
597,mnist_784_68508.jpeg,3,-1,False
598,mnist_784_27593.jpeg,5,-1,False
599,mnist_784_13814.jpeg,7,-1,False
600,mnist_784_59150.jpeg,1,-1,False
601,mnist_784_20148.jpeg,6,-1,False
602,mnist_784_7651.jpeg,1,-1,False
603,mnist_784_35512.jpeg,7,-1,False
604,mnist_784_11880.jpeg,8,-1,False
605,mnist_784_52929.jpeg,9,-1,False
606,mnist_784_61089.jpeg,5,-1,False
607,mnist_784_35086.jpeg,3,-1,False
